Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2009/3/1,Albury,12.8,30.3,0,,,W,30,W,WSW,4,13,53,27,1010.5,1008.7,,,17.3,28.1,No,0,0
2009/3/2,Albury,13.2,31.9,0,,,NNW,35,S,ENE,6,9,53,25,1014.1,1011.6,,,18,29.8,No,0,0
2009/3/3,Albury,18,31.1,0,,,WNW,52,NE,NNE,15,26,58,35,1014.7,1009,5,,23,29.2,No,0.2,0
2009/3/4,Albury,13.8,22.1,0.2,,,WNW,57,W,WNW,26,33,57,26,1014.5,1013.1,,,15.6,21.9,No,0,0
2009/3/5,Albury,11.5,22,0,,,SW,50,WSW,W,19,33,60,33,1013.7,1011.8,,,13.9,21.4,No,0,0
2009/3/6,Albury,7.6,24,0,,,WSW,30,,WNW,0,13,52,23,1014.5,1012,,,12.6,22,No,0,0
2009/3/7,Albury,8.3,27.9,0,,,W,37,S,W,4,20,58,22,1015.2,1012.4,,,13.3,27,No,0,0
2009/3/8,Albury,11,30.2,0,,,SSE,24,E,SSE,7,11,54,20,1017,1014.7,,,17.6,28.8,No,0,0
2009/3/9,Albury,13.8,31.8,0,,,NNE,24,SSE,NE,6,17,49,28,1019.7,1015.9,,,18.6,30.5,No,0,0
2009/3/10,Albury,15.5,32,0,,,NE,50,ESE,E,2,4,51,25,1019.5,1016.2,,,20.1,30.8,No,1.2,1
2009/3/11,Albury,18.4,30.5,1.2,,,NE,44,NE,N,15,19,57,23,1021.3,1018,,,21.5,29.6,Yes,0,0
2009/3/12,Albury,20.9,25.7,0,,,W,37,ENE,S,11,9,52,90,1019.5,1018.9,,8,22.2,18.8,No,5.8,1
2009/3/13,Albury,17.1,25.8,5.8,,,ENE,31,,S,0,13,82,68,1017.4,1014.7,8,,19,23.8,Yes,3,1
2009/3/14,Albury,16.4,27,3,,,SW,69,E,N,9,22,82,74,1012.7,1008,,4,19.9,19.7,Yes,11.6,1
2009/3/15,Albury,10,19.7,11.6,,,WNW,39,W,NW,11,17,62,41,1013.4,1012,,8,12.7,18.3,Yes,0,0
2009/3/16,Albury,8.8,21.9,0,,,W,39,S,WNW,2,20,78,34,1013.3,1011.6,,6,12.2,20.5,No,0,0
2009/3/17,Albury,8.4,25.3,0,,,WNW,35,SSE,WSW,9,17,78,34,1015.6,1013.2,,,12.1,23.9,No,0,0
2009/3/18,Albury,9.3,28,0,,,NW,52,SSE,NW,6,11,76,19,1017.4,1013.9,,,14.7,27.2,No,0,0
2009/3/19,Albury,11.3,30.1,0,,,WSW,24,S,SW,6,7,56,15,1016.3,1013.6,,,14.7,29.3,No,0,0
2009/3/20,Albury,11.5,33.5,0,,,SSE,22,NE,N,7,7,50,13,1016.5,1013.6,,,17.4,32.6,No,0,0
2009/3/21,Albury,13.8,33.6,0,,,NNW,28,,NNE,0,11,47,17,1017,1013.1,,2,18.8,33.5,No,0,0
2009/3/22,Albury,14.6,30,0,,,NE,37,E,NNE,4,19,56,30,1014.8,1012.7,3,1,18.1,29,No,0,0
2009/3/23,Albury,14.4,31.6,0,,,NW,37,,WNW,0,24,63,25,1013.7,1011.8,,,18.8,31.4,No,0,0
2009/3/24,Albury,10.8,31.9,0,,,S,48,SSE,WNW,6,20,62,20,1016.5,1014.4,,,15.4,30.7,No,0.4,0
2009/3/25,Albury,15.4,22.3,0.4,,,ENE,30,SSE,SSE,11,9,69,78,1017.4,1019.2,8,8,18.3,19.6,No,1.8,1
2009/3/26,Albury,13.3,29.8,1.8,,,WSW,33,,WNW,0,20,87,26,1019.1,1017.2,,6,16.2,29.2,Yes,0,0
2009/3/27,Albury,10.1,27.6,0,,,WNW,43,,W,0,11,63,30,1023,1020.7,,,16.5,26.8,No,0,0
2009/3/28,Albury,9.1,28.9,0,,,NNW,24,N,N,2,17,60,26,1023.8,1020.6,,,14,27.7,No,0,0
2009/3/29,Albury,10.4,31.2,0,,,S,22,,SE,0,6,60,18,1022.4,1019.1,,,16,29.9,No,0,0
2009/3/30,Albury,13.4,30.4,0,,,ENE,22,,SE,0,9,57,16,1023,1019.5,,,17.2,29.2,No,0,0
2009/3/31,Albury,12.3,29.9,0,,,WSW,26,S,SSW,2,13,61,25,1023.2,1019.5,,,17.1,28.6,No,0,0
2009/4/1,Albury,12.2,30.6,0,,,SE,22,,ENE,0,6,59,22,1022.6,1019.4,,,16.6,29.5,No,0,0
2009/4/2,Albury,14.3,32.1,0,,,NE,28,,ENE,0,11,59,30,1022.6,1018.4,,,18.4,30.9,No,8.6,1
2009/4/3,Albury,18.4,28.1,8.6,,,W,98,E,NNE,7,17,92,49,1018.8,1012.9,8,6,19,27.4,Yes,12.6,1
2009/4/4,Albury,10.7,21.4,12.6,,,W,43,,WSW,0,13,60,33,1019.8,1019.3,,,13.9,20.3,Yes,0,0
2009/4/5,Albury,7.8,21.7,0,,,WSW,31,E,NW,6,19,72,37,1020.4,1016.5,,,12.9,21.2,No,0,0
2009/4/6,Albury,8.1,21.4,0,,,W,35,SSE,WSW,13,19,58,20,1021.8,1019.6,,,13.8,20.9,No,0,0
2009/4/7,Albury,7.5,22.5,0,,,SE,28,S,S,7,7,55,27,1026.7,1023.5,,,13.3,21.6,No,0,0
2009/4/8,Albury,8.2,24,0,,,SSE,17,SSE,SSE,7,13,60,30,1027.1,1023.4,,,13.8,23.5,No,0,0
2009/4/9,Albury,8.1,25.7,0,,,ENE,22,ESE,S,9,13,67,27,1024.2,1019.6,,,15.1,25,No,0,0
2009/4/10,Albury,11.6,26.7,0,,,W,48,SE,NE,6,11,59,42,1021.5,1017.7,8,7,16.4,24.3,No,8.4,1
2009/4/11,Albury,13,24.9,8.4,,,W,46,S,E,6,11,75,47,1024.4,1020.3,8,6,18,24.4,Yes,6.2,1
2009/4/12,Albury,13.5,24.2,6.2,,,WSW,20,,SE,0,6,88,52,1024.1,1020.8,8,,15.4,23.1,Yes,0,0
2009/4/13,Albury,9.9,25.4,0,,,NNE,19,ENE,SSW,4,7,65,35,1023,1018.7,,,16.1,25,No,0,0
2009/4/14,Albury,12.2,25,0,,,WNW,30,,W,0,15,68,39,1016.3,1011.6,6,,16.2,24.6,No,0,0
2009/4/15,Albury,10.7,21.9,0,,,W,63,NW,W,26,31,44,27,1008.2,1009.8,2,,20.5,18.9,No,0,0
2009/4/16,Albury,3.5,20,0,,,W,31,,WNW,0,13,65,30,1016.3,1012.8,,,9.6,19.4,No,0,0
2009/4/17,Albury,6.6,21.6,0,,,WNW,26,ENE,W,6,11,59,39,1018.5,1016.8,5,1,12.6,21.6,No,0,0
2009/4/18,Albury,7,23.4,0,,,W,24,SSE,W,2,17,73,37,1022.8,1019.3,,,12.4,22.9,No,0,0
2009/4/19,Albury,11.2,23.9,0,,,SE,31,SE,SE,13,15,54,33,1022.7,1019.6,,,18,23.6,No,0,0
2009/4/20,Albury,7.4,22,0,,,SSE,28,SE,SE,2,7,58,29,1023.6,1020,,,14.1,21.3,No,0,0
2009/4/21,Albury,5.7,21.4,0,,,ESE,17,ENE,SSE,6,7,68,39,1025.2,1020.9,,,12.2,20.9,No,0,0
2009/4/22,Albury,6.2,22.7,0,,,ESE,17,,SW,0,7,73,33,1026,1021.6,,,11.2,22.3,No,0,0
2009/4/23,Albury,6,22.9,0,,,NE,33,,NE,0,20,68,34,1021.3,1015.7,,,12.9,22.6,No,0,0
2009/4/24,Albury,10.6,16.2,0,,,WNW,39,ESE,NNE,7,4,74,86,1008.9,1002.4,8,8,14.9,15.1,No,20,1
2009/4/25,Albury,12.9,15.8,20,,,W,70,WNW,NNW,19,15,83,89,1004.8,1000.9,8,8,13.3,14.5,Yes,21,1
2009/4/26,Albury,8.6,12.9,21,,,NNW,63,NW,WNW,26,31,77,62,1004,1003.3,8,8,9.5,11.6,Yes,3.2,1
2009/4/27,Albury,4.5,11.5,3.2,,,NW,26,N,NNW,9,13,82,79,1013.8,1013.5,8,8,7.6,9.4,Yes,4.8,1
2009/4/28,Albury,7.6,14.5,4.8,,,WNW,35,W,W,15,20,83,48,1018,1018.3,8,1,10.1,14,Yes,0,0
2009/4/29,Albury,5.4,12.2,0,,,SSE,19,SE,SSE,9,7,62,46,1023.1,1020.9,,8,8.2,12.1,No,0,0
2009/4/30,Albury,2.1,16.5,0,,,SW,19,,SW,0,7,70,38,1023.4,1021.5,,,7.9,16.1,No,0,0
2009/5/1,Albury,1.8,17,0,,,SW,19,,WSW,0,7,77,44,1026,1023.2,,,7.2,16.3,No,0,0
2009/5/2,Albury,7.2,19.2,0,,,SW,22,ENE,W,7,6,81,49,1026.9,1024,8,4,10.1,19.1,No,0,0
2009/5/3,Albury,4.6,18.9,0,,,S,15,N,SSE,4,7,75,51,1028.7,1025.9,,,10.6,18.5,No,0,0
2009/5/4,Albury,4.2,19.1,0,,,W,19,ENE,WSW,6,13,86,44,1029.8,1027.3,,,9.6,18.8,No,0,0
2009/5/5,Albury,5.2,18.8,0,,,ESE,15,,SE,0,7,71,47,1031.4,1028.1,,,10.3,18.4,No,0,0
2009/5/6,Albury,4.1,19.3,0,,,SW,20,ENE,WNW,6,7,82,49,1028.5,1024.6,,,10,19.2,No,0,0
2009/5/7,Albury,3.2,18.4,0,,,SW,20,SE,WNW,6,11,86,49,1026.2,1023.6,,,8.3,18.2,No,0,0
2009/5/8,Albury,4.3,19,0,,,W,15,,W,0,9,68,36,1028.8,1025.8,,,11,18.5,No,0,0
2009/5/9,Albury,3.7,20.5,0,,,W,17,,WSW,0,7,78,45,1026,1021.8,,,9.4,20.2,No,0,0
2009/5/10,Albury,5.4,19.5,0,,,SE,17,,SE,0,7,69,40,1025.1,1022.3,,,11.7,19.1,No,0,0
2009/5/11,Albury,4.3,17.7,0,,,ESE,15,NNW,S,6,7,89,53,1025.6,1022.2,8,,8.5,17.7,No,0,0
2009/5/12,Albury,3.6,18.5,0,,,W,26,ENE,WNW,4,17,81,49,1022.3,1018.5,,,9.1,18,No,0,0
2009/5/13,Albury,3.6,15.1,0,,,WNW,28,SE,W,4,17,86,61,1018.4,1015.7,,8,7.5,14.6,No,0,0
2009/5/14,Albury,6.9,16.3,0,,,WNW,35,WNW,WNW,17,19,77,59,1015.3,1013.1,8,8,10.3,15.3,No,0,0
2009/5/15,Albury,10.3,16.6,0,,,WNW,54,NW,NW,13,19,82,63,1015,1011,8,7,12.9,15.9,No,1.8,1
2009/5/16,Albury,12.4,16.4,1.8,,,W,52,W,WSW,22,24,82,54,1011.8,1013.4,8,8,13,14.5,Yes,0,0
2009/5/17,Albury,3,15.6,0,,,W,20,E,E,6,9,83,61,1022.5,1019.3,4,,7,14.7,No,0,0
2009/5/18,Albury,2.6,19.7,0,,,E,13,,ENE,0,4,82,34,1024.7,1021.2,,,8.8,18.7,No,0,0
2009/5/19,Albury,3.7,19.1,0,,,SSE,19,,SSE,0,11,87,51,1023.6,1019.9,,,7.4,18.9,No,0,0
2009/5/20,Albury,5.1,18.6,0,,,E,13,SSE,ENE,2,9,75,57,1022.8,1020.5,7,7,12.4,18,No,0,0
2009/5/21,Albury,4.4,19.8,0,,,SE,20,,SE,0,7,81,48,1025.2,1022.3,,,9.4,19.1,No,0,0
2009/5/22,Albury,4.7,19.8,0,,,SE,24,S,SE,4,19,75,43,1025.2,1021.4,,,10.1,19.6,No,0,0
2009/5/23,Albury,6.2,22.9,0,,,E,30,NE,SE,6,9,71,37,1022.2,1019.4,,,11.9,21.7,No,0,0
2009/5/24,Albury,6.7,21.1,0,,,SE,20,,SE,0,11,69,43,1025,1022.1,,,12.5,20.8,No,0,0
2009/5/25,Albury,9.3,20.3,0,,,NE,31,SE,NE,9,22,77,50,1024.6,1019.7,2,8,11.6,19.5,No,4.2,1
2009/5/26,Albury,11.6,18.1,4.2,,,E,19,E,SSE,2,6,97,74,1021.4,1019.2,8,3,13.6,17.4,Yes,0.8,0
2009/5/27,Albury,8,16.2,0.8,,,W,20,,WSW,0,11,99,58,1021.7,1019.3,8,,10.1,15.6,No,0,0
2009/5/28,Albury,2.6,15.7,0,,,SSE,13,,S,0,2,91,48,1023.4,1021.6,,,7.1,15.3,No,0,0
2009/5/29,Albury,2.2,16.5,0,,,ESE,33,,SE,0,19,67,44,1025.6,1024,,,10.2,15.9,No,0,0
2009/5/30,Albury,2.2,16.8,0,,,SE,26,,SE,0,15,65,44,1030.3,1028.5,,,9.6,16.7,No,0,0
2009/5/31,Albury,1.7,17.1,0,,,NW,44,,SE,0,9,73,46,1034.1,1029.9,,,8,16.8,No,1.2,1
2009/6/1,Albury,8,14.3,1.2,,,SE,13,,,0,0,88,75,1031.9,1029.2,8,8,9.2,14,Yes,1.4,1
2009/6/2,Albury,8.4,13.4,1.4,,,SE,13,,ESE,0,7,78,75,1029.3,1026.2,8,8,10.6,13.4,Yes,4.8,1
2009/6/3,Albury,10.6,14.3,4.8,,,SE,13,ENE,SE,6,9,85,97,1023.5,1020.4,8,8,12.4,13,Yes,8,1
2009/6/4,Albury,8.9,17.4,8,,,ENE,13,NW,E,2,4,99,58,1021,1017.5,8,7,11.3,16.5,Yes,0,0
2009/6/5,Albury,2.8,16.1,0,,,W,20,NNE,W,4,11,86,57,1017.9,1015.1,,,7.6,15.6,No,0.2,0
2009/6/6,Albury,1.7,10.5,0.2,,,ESE,11,E,,4,0,99,91,1015.2,1011.1,8,8,4.7,10.2,No,14.4,1
2009/6/7,Albury,4.7,11.6,14.4,,,NNW,30,NNW,NNW,6,17,93,80,1007.5,1006.3,8,8,10,11.5,Yes,4.6,1
2009/6/8,Albury,9,12,4.6,,,WNW,33,WNW,WNW,9,26,88,79,1009.6,1008.7,8,8,10.3,11.4,Yes,2,1
2009/6/9,Albury,6.3,8.8,2,,,W,43,NNW,WNW,13,13,92,95,1011.1,1008.3,8,8,6.8,7.9,Yes,5.6,1
2009/6/10,Albury,3,10.5,5.6,,,WNW,37,W,WSW,15,22,77,56,1017.6,1018.4,,4,4.9,9.7,Yes,0,0
2009/6/11,Albury,-2,9.6,0,,,SE,13,,ESE,0,6,84,72,1025.1,1023,,1,2.2,8.8,No,0,0
2009/6/12,Albury,-1.3,8.2,0,,,ESE,15,E,SSE,6,6,99,72,1025.7,1022.2,8,7,1.9,7.9,No,0,0
2009/6/13,Albury,1.8,12.4,0,,,ENE,28,E,NE,4,15,86,60,1018.3,1013,,4,5.9,12.1,No,0,0
2009/6/14,Albury,2,15.8,0,,,NNE,24,,NE,0,11,82,49,1011.8,1009.3,,,6.5,15.5,No,0.4,0
2009/6/15,Albury,0.5,14.9,0.4,,,ESE,13,NNE,,2,0,99,63,1013.9,1012.8,,,5.4,13.9,No,0,0
2009/6/16,Albury,1.2,17.7,0,,,SE,17,,ESE,0,6,83,49,1022.3,1022.2,,,6.6,15.4,No,0,0
2009/6/17,Albury,0.6,15.9,0,,,WSW,13,,W,0,2,94,52,1029.7,1027.7,,,5.6,14.9,No,0,0
2009/6/18,Albury,0.5,14.7,0,,,N,11,N,,6,0,99,63,1031.6,1028.6,8,,4.7,14.5,No,0,0
2009/6/19,Albury,0.5,15.3,0,,,ESE,13,NE,SE,6,6,93,56,1030.8,1027.1,,,5.4,15.1,No,0,0
